Month,Day,Year,Birthday,Name,Description
7,19,1893,7/19/1893,Vladimir Mayakovsky, Soviet poet.
7,19,1896,7/19/1896,A.J. Cronin, English author.
7,19,1917,7/19/1917,William W. Scranton, (R-Gov-Pa)
7,19,1922,7/19/1922,George McGovern," (D-Sen-SD), pres candidate"
7,19,1924,7/19/1924,Pat Hingle,
7,19,1941,7/19/1941,Vicki Carr, in El Paso Texas
7,19,1943,7/19/1943,Dennis Cole,
7,19,1946,7/19/1946,Ilie Nastase, Tennis player
7,20,1304,7/20/1304,Petrarch," in Italy, poet"
7,20,1785,7/20/1785,Mahmud II," Ottoman sultan, Westernizer, reformer."
7,20,1864,7/20/1864,Erik Karlfeldt, Swedish poet (Nobel 1918-refused; 1931-posthumous).
7,20,1890,7/20/1890,Theda Bara," Actress (Under Two Flags, Cleopatra). (or 0729)"
7,20,1919,7/20/1919,Sir Edmund Hillary, one of 1st two men to scale Mt. Everest.
7,20,1920,7/20/1920,Elliot L. Richardson, former US attorney general.
7,20,1924,7/20/1924,Lola Albright, Actress.
7,20,1930,7/20/1930,Sally Ann Howes, in London England
7,20,1933,7/20/1933,Nelson Doubleday, Publisher
7,20,1938,7/20/1938,JoAnn Campbell, in Fla - Lawrence Welk's champagne lady
7,20,1938,7/20/1938,Natalie Wood, Actress in SF
7,20,1938,7/20/1938,Diana Rigg," in Doncaster Engl, (Mrs. Peele in The Avengers)."
7,20,1941,7/20/1941,Vladimir A. Lyakhov," Soviet cosmonaut (Soyuz 32, T-9)."
7,20,1944,7/20/1944,T. J. Shephard, Country singer
7,20,1946,7/20/1946,Kim Carnes,
7,20,1947,7/20/1947,Carlos Santana, musician.
7,20,1957,7/20/1957,Donna Dixon,
7,21,1816,7/21/1816,Paul Julius," Baron von Reuter, founder of Reuters news service."
7,21,1864,7/21/1864,Frances Folsom Cleveland, first lady.
7,21,1899,7/21/1899,Ernest Hemingway, asked for whom the bell tolled... (Nobel 1954).
7,21,1899,7/21/1899,Hart Crane, American poet (The Bridge).
7,21,1911,7/21/1911,Marshall McLuhan, writer (The Medium is the Massage).
7,21,1920,7/21/1920,Isaac Stern, violinist
7,21,1922,7/21/1922,Kay Starr, American singer.
7,21,1924,7/21/1924,Don Knotts," comedian, Actor."
7,21,1933,7/21/1933,John Gardner," scholar, writer (Grendel, Sunlight Dialogues)."
7,21,1943,7/21/1943,Christie McVie, (Fleetwood Mac)
7,21,1948,7/21/1948,Cat Stevens," aka Joseph Islam, rocker (Peace Train)"
7,21,1952,7/21/1952,Robin Williams," Actor, comedian (Mork)."
7,22,1478,7/22/1478,Philip I (the Handsome), 1st Habsburg king of Spain (1506).
7,22,1822,7/22/1822,Gregor Mendel, geneticist who discovered laws of heredity.
7,22,1844,7/22/1844,Rev William Archibald Spooner, invented 'spoonerisms'
7,22,1849,7/22/1849,Emma Lazarus, whose poem was inscribed on the Statue of Liberty
7,22,1887,7/22/1887,Gustav Hertz, German quantum physicist (Nobel 1925).
7,22,1890,7/22/1890,Rose Kennedy, mother of JFK.
7,22,1898,7/22/1898,Steven Vincent Benet, writer (The Devil and Daniel Webster).
7,22,1898,7/22/1898,Alexander Calder," sculptor (mobiles, stabiles)."
7,22,1913,7/22/1913,Lucia Albanese, opera singer.
7,22,1923,7/22/1923,Robert Dole, (R-Sen-Ks)
7,22,1924,7/22/1924,Margaret Whiting, singer.
7,22,1928,7/22/1928,Orson Bean, Actor.
7,22,1930,7/22/1930,Yuri P. Artyukhin, Soviet cosmonaut (Soyuz 14).
7,22,1932,7/22/1932,Oscar de la Renta, designer
7,22,1939,7/22/1939,Terrance Stamp,
7,22,1940,7/22/1940,George Clinton,
7,22,1947,7/22/1947,Albert Brooks,
7,23,1834,7/23/1834,James Cardinal Gibbons,
7,23,1888,7/23/1888,Raymond Chandler,
7,23,1892,7/23/1892,Haile Selassie, emperor of Ethiopia (1930-74).
7,23,1919,7/23/1919,Pee Wee Reese, baseball player.
7,23,1925,7/23/1925,Gloria DeHaven," in Los Angeles, Actress"
7,23,1936,7/23/1936,Don Drysdale, Dodger pitcher
7,24,1783,7/24/1783,Sim¢n Bol¡var, freed 6 Latin American republics from Spanish rule.
7,24,1802,7/24/1802,Alexandre Dumas, pre French author.
7,24,1870,7/24/1870,Fred. Law Olmsted Jr,
7,24,1895,7/24/1895,Robert Graves," British poet, historical novelist (I, Claudius)."
7,24,1898,7/24/1898,Amelia Earhart, into the wild blue yonder
7,24,1920,7/24/1920,Bella Abzug, (D-NY-Rep)
7,24,1932,7/24/1932,William Ruckelshaus, head of the Environmental Protection Agency.
7,24,1934,7/24/1934,Willie Davis," NFL defensive end (Cleveland Browns, Green Bay)."
7,24,1935,7/24/1935,Adnan Khashnoggi,
7,24,1936,7/24/1936,Ruth Buzzi, in RI (Laugh-in)
7,24,1939,7/24/1939,Bob Lilly, NFL defensive tackle (Dallas Cowboys).
7,24,1942,7/24/1942,Chris Sarandon,
7,24,1951,7/24/1951,Lynda Carter," Pheonix Az, Miss USA (Wonder Woman)"
7,25,1848,7/25/1848,Earl Balfour," (C), British prime minister (1902-05) and Author."
7,25,1894,7/25/1894,Walter Brennan,
7,25,1902,7/25/1902,Eric Hoffer," US longshoreman, author (The True Believer)."
7,25,1905,7/25/1905,Elias Canetti, Bulgarian writer (Nobel 1981).
7,25,1907,7/25/1907,Jack Gilford,
7,25,1924,7/25/1924,Frank Church," (D), former US senator from Idaho."
7,25,1924,7/25/1924,Estelle Getty,
7,25,1932,7/25/1932,Paul J. Weitz," US astronaut (Skylab 2, STS-6)."
7,25,1943,7/25/1943,Janet Margolin, Actress (Take the Money and Run)
7,25,1945,7/25/1945,Donna Theodore, Bdwy singer
7,25,1954,7/25/1954,Walter Payton, NFL running back (Chicago Bears).
7,25,1978,7/25/1978,Louise Brown, in Lancashire England - World's 1st 'test tube baby'
7,26,1739,7/26/1739,George Clinton," (D-R), 4th VP (1805-12)."
7,26,1799,7/26/1799,Isaac Babbitt, US inventor of babbitt's metal for bearings.
7,26,1856,7/26/1856,George Bernard Shaw, dramatist (Pygmalion) (Nobel 1925) in Dublin
7,26,1875,7/26/1875,Carl Jung, founded analytic psychology.
7,26,1875,7/26/1875,C.G. Jung,
7,26,1894,7/26/1894,Aldous Huxley, author (Brave New World).
7,26,1908,7/26/1908,Salvador Allende Gossens, Chile's last elected president (1970-73).
7,26,1920,7/26/1920,Bob Waterfield, NFL quarterback (Rams).
7,26,1922,7/26/1922,Jason Robards," Jr., Actor (A Thousand Clowns)."
7,26,1922,7/26/1922,Blake Edwards, Movie director (10)
7,26,1922,7/26/1922,Marjorie Lord, Make Room For Daddy - The mommy
7,26,1928,7/26/1928,Stanley Kubrick," director (2001, The Shining, A Clockwork Orange)."
7,26,1940,7/26/1940,Mary Jo Kopechne, Ted Kennedy's driving buddy
7,26,1943,7/26/1943,Mick Jagger, never gathers moss
7,26,1944,7/26/1944,Micki King, Olympic diver
7,26,1945,7/26/1945,Linda Harrison, in Berlin
7,26,1950,7/26/1950,Susan George, in England
7,26,1954,7/26/1954,Vitas Gerulaitis, Tennis player
7,26,1956,7/26/1956,Dorothy Hamill," in Ct, Olympic Gold medal ice skater"
7,27,1768,7/27/1768,Charlotte Corday, assassin of Jean-Paul Marat.
7,27,1801,7/27/1801,George Biddle Airyy, seventh Astronomer Royal
7,27,1824,7/27/1824,Alexandre Dumas fils," French playwright, novelist."
7,27,1835,7/27/1835,Giosu Carducci, Italian poet (Nobel 1906).
7,27,1870,7/27/1870,Hilaire Belloc, English author.
7,27,1906,7/27/1906,Leo Durocher, baseball coach.
7,27,1916,7/27/1916,Keenan Wynn, Actor
7,27,1918,7/27/1918,Leonard Rose, concert cellist.
7,27,1922,7/27/1922,Norman Lear," TV writer, producer (All in The Family)"
7,27,1932,7/27/1932,Jerry Van Dyke, Actor.
7,27,1938,7/27/1938,Shirley Ann Field, in England
7,27,1942,7/27/1942,Barbara Ferris, in London England
7,27,1944,7/27/1944,Bobbie Gentry," in Mississippi, What did Billi-Jo throw off the bridge"
7,27,1947,7/27/1947,Betty Thomas, St Louis (Hill St Blues'-Sgt Lucy Bates)
7,27,1948,7/27/1948,Sally Struthers," in Portland Oregon, (Gloria Stivic)"
7,27,1948,7/27/1948,Peggy Fleming," in San Jose Cal, Olympic gold medal ice skater"
7,27,1949,7/27/1949,Maureen McGovern," in Youngstown Ohio, singer"
7,28,1165,7/28/1165,Ibn al-'Arabi," Muslim mystic, philosopher."
7,28,1746,7/28/1746,Thomas Heyward," soldier, signer of the Declaration of Independence."
7,28,1866,7/28/1866,Beatrix Potter, English children's author (Tale of Peter Rabbit).
7,28,1874,7/28/1874,Ernst Cassirer," German philosopher, educator (Essay on Man)."
7,28,1887,7/28/1887,Marcel Duchamp, painter (Nude Descending a Staircase).
7,28,1901,7/28/1901,Rudy Vallee," band leader, singer (My Time Is Your Time)."
7,28,1907,7/28/1907,Earl S. Tupper, inventor of Tupperware.
7,28,1922,7/28/1922,Jacques Piccard, Swiss undersea explorer (bathyscaph Trieste).
7,28,1929,7/28/1929,Jacqueline Bouvier Kennedy Onassis,
7,28,1943,7/28/1943,Bill Bradley," (D-Sen-NJ), NY Knick"
7,28,1943,7/28/1943,Mike Bloomfield, blues musician
7,28,1949,7/28/1949,Vida Blue, major-league pitcher.
7,28,1958,7/28/1958,Terry Fox," ran ""Marathon of Hope"" across Canada."
7,28,1967,7/28/1967,Lori Loughlin, in NY
7,29,1861,7/29/1861,Alica Hathaway Lee Roosevelt, 1st wife of Theodore Roosevelt.
7,29,1869,7/29/1869,Booth Tarkington," American novelist (17, Magnificent Ambersons)."
7,29,1883,7/29/1883,Benito Mussolini (Il Duce), Italian dictator.
7,29,1887,7/29/1887,Tim Mara, NFL team owner (NY Giants).
7,29,1892,7/29/1892,William Powell, Actor (the Thin Man).
7,29,1898,7/29/1898,I.I. Rabi, Polish physicist.
7,29,1900,7/29/1900,Eyvind Johnson, Swedish novelist (Return to Ithaca) (Nobel 1974).
7,29,1905,7/29/1905,Clara Bow," silent screen Actress (It, Saturday Night Kid)."
7,29,1905,7/29/1905,Dag Hammarskjold, 2nd UN sec-gen (1953-61) (Nobel 1961).
7,29,1905,7/29/1905,Thelma Todd, Actress
7,29,1907,7/29/1907,Melvin Belli, in SF's 'King of Torts'
7,29,1924,7/29/1924,William H. Gass,
7,29,1925,7/29/1925,Mikis Theodorakis, Greek composer.
7,29,1936,7/29/1936,Elizabeth Dole, US secretary of transportation.
7,30,1511,7/30/1511,Giorgio Vasari," painter, architect, art historian (Vasari's Lives)."
7,30,1818,7/30/1818,Emily Bront, English novelist (Wuthering Heights).
7,30,1818,7/30/1818,Emily Bronte,
7,30,1857,7/30/1857,Thorstein Veblen, economist (Theory of the Leisure Class).
7,30,1863,7/30/1863,Henry Ford, automobile manufacturer
7,30,1889,7/30/1889,Vladimir Zworykin," electronics engineer, inventor, father of TV."
7,30,1890,7/30/1890,Casey Stengel, NY Yankee & Met manager
7,30,1898,7/30/1898,Henry Moore, English sculptor.
7,30,1909,7/30/1909,C. Northcote Parkinson, historian.
7,30,1929,7/30/1929,Chris McGuirre,
7,30,1934,7/30/1934,Ben Piazza, Actor.
7,30,1939,7/30/1939,Peter Bogdanovich," director, producer."
7,30,1939,7/30/1939,Eleanor Smeal, head of National Organization for Women.
7,30,1940,7/30/1940,Patricia Schroeder, (D-Colo-Rep)
7,30,1941,7/30/1941,Paul Anka, singer (Put your head on my Shoulder)
7,30,1947,7/30/1947,Arnold Schwarzenegger,
7,31,1763,7/31/1763,James Kent, legal scholar
7,31,1841,7/31/1841,Melville,
7,31,1901,7/31/1901,Jean Dubuffet, French painter.
7,31,1912,7/31/1912,Milton Friedman, economist.
7,31,1919,7/31/1919,Primo Levi,
7,31,1921,7/31/1921,Whitney Young," Jr., civil rights leader, head of Urban League."
7,31,1939,7/31/1939,France Nuyen, Actress (St. Elsewhere) in Marselles France
7,31,1944,7/31/1944,Geraldine Chaplin,
7,31,1951,7/31/1951,Evonne Goolagong," in Australia, Tennis plaer"
8,1,1744,8/1/1744,Jean-Baptiste Lamarck, believed in inheritance of acquired traits
8,1,1770,8/1/1770,William Clark, explored Pacific Northwest with Lewis
8,1,1779,8/1/1779,Francis Scott Key, wrote 'Star-Spangled Banner'
8,1,1815,8/1/1815,Richard Henry Dana, spent 2 years before mast
8,1,1818,8/1/1818,Maria Mitchell, America's 1st woman astronomer on Nantucket Island
8,1,1819,8/1/1819,Herman Melville," American author (Moby Dick, Billy Budd)"
8,1,1922,8/1/1922,Arthur Hill," Actor (Defenders, Andromeda Strain)"
8,1,1933,8/1/1933,Dom DeLuise," comedian, Actor (End)"
8,1,1936,8/1/1936,Yves Saint-Laurent, fashion designer
8,1,1942,8/1/1942,Jerry Garcia,
8,1,1944,8/1/1944,Yuri V. Romanenko," Soviet cosmonaut (Soyuz 26, 38)"
8,1,1973,8/1/1973,Tempestt Bledsoe, (Cosby Show)
8,2,1696,8/2/1696,Mahmud I Ottoman," sultan, fought Austrians & Russians"
8,2,1884,8/2/1884,"R""mulo Gallegos"," Venezuelan novelist (Do¤a B rbara), pres. (1948)"
8,2,1905,8/2/1905,Myrna Loy," Actress (Rebound, Emma) in Montana"
8,2,1914,8/2/1914,Gary Merrill, Actor
8,2,1922,8/2/1922,Paul Laxalt, (R-Sen-Nev)
8,2,1924,8/2/1924,James Baldwin, American novelist (Another Country)
8,2,1924,8/2/1924,Carroll O'Conner, aka Archie Bunker
8,2,1926,8/2/1926,Betsy Bloomingdale, Dept Store mogul
8,2,1932,8/2/1932,Lamar Hunt, owner of NFL Kansas City Chiefs
8,2,1933,8/2/1933,Peter O'Toole," Actor (Lord Jim, Beckett)"
8,2,1934,8/2/1934,Valery Bykovsky," Soviet cosmonaut (Vostok 5, Soyuz 22, 31)"
8,2,1946,8/2/1946,Bob Beamon, long jumper
8,2,1949,8/2/1949,Bertalan Farkas, 1st Hungarian space traveler (Soyuz 36)
8,2,1960,8/2/1960,Apollonia (Kotero), Prince's main squeeze
8,2,1960,8/2/1960,Linda Fratianne, figure skater
8,3,1811,8/3/1811,Elisha Graves Otis, invented safe elevator
8,3,1867,8/3/1867,Stanley Earl Baldwin," (C), British PM (1923-24, 1924-29, 1935-37)"
8,3,1887,8/3/1887,Rupert Brooke, British WW I poet (1914)
8,3,1900,8/3/1900,John T. Scopes, Tennessee teacher convicted for teaching evolution
8,3,1901,8/3/1901,John Stennis, (D-sen-Miss)
8,3,1902,8/3/1902,Habib Bourguiba, 1st president of Tunisia
8,3,1905,8/3/1905,Dolores Del Rio, Mexican Actress (What Price Glory?)
8,3,1921,8/3/1921,Mariyln Maxwell,
8,3,1923,8/3/1923,Anne Klein, Fashion designer
8,3,1924,8/3/1924,Leon Uris," writer (Exodus, QB VII)"
8,3,1926,8/3/1926,Tony Bennett, singer
8,3,1935,8/3/1935,Georgi S. Shonin, Soviet cosmonaut (Soyuz 6)
8,3,1940,8/3/1940,Lance Alworth," NFL wide receiver (San Diego, Dallas)"
8,3,1940,8/3/1940,Martin Sheen, Actor (Subject Was Roses)
8,4,1755,8/4/1755,Nicolas-Jacque Conte, invented modern pencil
8,4,1792,8/4/1792,Percy Bysshe Shelley, poet
8,4,1859,8/4/1859,Knut Hamsun," Norwegian writer, Nazi (Hunger) (Nobel 1920)"
8,4,1900,8/4/1900,Arturo Umberto Illia, president of Argentina (1963-66)
8,4,1910,8/4/1910,William Schuman, composer
8,4,1912,8/4/1912,Raoul Wallenberg,
8,4,1920,8/4/1920,Helen Thomas, journalist
8,4,1942,8/4/1942,David Russell Lange," Labour prime minister of New Zealand (1984-, )"
8,4,1943,8/4/1943,Tina Cole, in Hollywood California
8,4,1958,8/4/1958,Mary Decker Tabb Slaney, Track star
8,5,1540,8/5/1540,Joseph Scaliger, proposed Julian dating
8,5,1604,8/5/1604,John Eliot," ""Apostle to Indians "" Bible translator"
8,5,1749,8/5/1749,Thomas Lynch, signed Dec of Ind
8,5,1850,8/5/1850,Guy de Maupassant, French author
8,5,1876,8/5/1876,Mary R. Beard, historian
8,5,1899,8/5/1899,Conrad Aiken," American poet, short story writer, critic"
8,5,1906,8/5/1906,John Huston, film director & writer
8,5,1923,8/5/1923,Richard Kleindienst, former attorney general
8,5,1930,8/5/1930,Neil Armstrong," X-15 pilot, 1st moonwalker (Gemini 8, Apollo 11)"
8,5,1933,8/5/1933,Joan Weldon, Gogo's singer
8,5,1941,8/5/1941,Leonid D. Kizim," Soviet cosmonaut (Soyuz T-3, T-10, T-15)"
8,5,1953,8/5/1953,Samantha Sang, Singer
8,5,1962,8/5/1962,Patrick Ewing,
8,6,1809,8/6/1809,Alfred Lord Tennyson, poet laureate of England
8,6,1861,8/6/1861,Edith Kermit Carow Roosevelt, 2nd wife of Theodore Roosevelt
8,6,1881,8/6/1881,Sir Alexander Fleming, cashed in on penicillin (Nobel 1954)
8,6,1883,8/6/1883,Scott Nearing," American sociologist, pacifist, author"
8,6,1906,8/6/1906,Ken Strong," NFL, AFL halfback (Staten Island, NY Yanks, NY Giants)"
8,6,1911,8/6/1911,Lucille Ball," NY. comedian, Actress"
8,6,1917,8/6/1917,Robert Mitchum, Actor
8,6,1921,8/6/1921,Ella Raines, Actress
8,6,1927,8/6/1927,William David Ford, (D-Mich-Rep)
8,6,1928,8/6/1928,Andy Warhol,
8,6,1930,8/6/1930,Abbey Lincoln,
8,6,1945,8/6/1945,Ken Norton, heavyweight boxer (or 0809)
8,6,1947,8/6/1947,Sally Eaton, in Ill
8,6,1952,8/6/1952,Rep Carl C Perkins, D-Ky
8,7,317,8/7/317,Constantius II, Roman emperor (337-61)
8,7,1779,8/7/1779,Carl Ritter, cofounder of modern science of geography
8,7,1783,8/7/1783,John Heathcoat, invented lace-making machinery
8,7,1876,8/7/1876,Mata Hari," dancer, courtesan, spy"
8,7,1886,8/7/1886,Louis Hazeltine," invented neutrodyne circuit, making radio possible"
8,7,1903,8/7/1903,Louis Leakey, anthropologist
8,7,1904,8/7/1904,Ralph J Bunche, a founder & diplomat of UN (Nobel 1950)
8,7,1926,8/7/1926,Stan Freberg, Writer-producer
8,7,1929,8/7/1929,Don Larsen, on what must have been a perfect day
8,7,1932,8/7/1932,Ann Harding,
8,7,1942,8/7/1942,B.J. Thomas, singer (Raindrops)
8,7,1942,8/7/1942,Anjanette Comer, in Dawson Tx
8,7,1942,8/7/1942,Garrison Keillor,
8,7,1943,8/7/1943,Lana Cantrell, in Sydney Australia
8,7,1944,8/7/1944,Loni Anderson, in St Paul Minn (WKRP in Cincinnati)
8,7,1958,8/7/1958,Alberto Salazar, marathoner
8,8,1763,8/8/1763,Charles Bullfinch, 1st US professional architect
8,8,1879,8/8/1879,Emiliano Zapata," Mexican revolutionary, peasant leader"
8,8,1884,8/8/1884,Sara Teasdale, poet
8,8,1902,8/8/1902,Paul Dirac, British theoretical physicist
8,8,1908,8/8/1908,Arthur Goldberg, former Supreme Court justice
8,8,1910,8/8/1910,Sylvia Sidney, Actress
8,8,1922,8/8/1922,Rudi Gernreich," designer of 1st women's topless swimsuit, miniskirt"
8,8,1923,8/8/1923,Esther Williams," Actress, swimmer in Inglewood Cal"
8,8,1927,8/8/1927,Jim Weaver, (D-rep-Ore)
8,8,1930,8/8/1930,Andy Warhol," artist, movie producer"
8,8,1932,8/8/1932,Mel Tillis, singer
8,8,1933,8/8/1933,Joe Tex,
8,8,1937,8/8/1937,Dustin Hoffman," (Graduate, Death of a Salesman) LA"
8,8,1938,8/8/1938,Connie Stevens, Bkln
8,8,1948,8/8/1948,Svetlana Y. Savitskaya," 2nd woman in space (Soyuz T-7, T-12)"
8,9,1593,8/9/1593,Izaac Walton," fisherman, writer (Compleat Angler)"
8,9,1776,8/9/1776,Amedeo Avogadro, 6.022 x 10 ^ 23
8,9,1825,8/9/1825,Elisha Ferry," (R), governor of Wash. terr., state (1872-80, 1889-93)"
8,9,1896,8/9/1896,Jean Piaget, pioneer developmental psychologist
8,9,1897,8/9/1897,Ralph Wyckoff, American pioneer in x-ray crystallography
8,9,1911,8/9/1911,William A. Fowler, US astrophysicist (Nobel 1983)
8,9,1913,8/9/1913,Herman Talmadge, (Sen-D-Ga)
8,9,1919,8/9/1919,Ralph Houk, baseball manager
8,9,1921,8/9/1921,J. James Exon, (D-Neb-Sen)
8,9,1928,8/9/1928,Bob Cousy, NBA star
8,9,1928,8/9/1928,Jimmy Dean, Actor
8,9,1930,8/9/1930,Betty Boop, animation
8,9,1932,8/9/1932,Marvin Minsky, artificial intelligence worker
8,9,1942,8/9/1942,David Steinberg, Comedian-director
8,9,1944,8/9/1944,Sam Elliott, Actor
8,9,1957,8/9/1957,Melanie Griffith, Actress
8,9,1963,8/9/1963,Whitney Houston, Singer
8,10,1874,8/10/1874,Herbert Hoover, (R) 31st Pres (1929-1933)
8,10,1900,8/10/1900,Norma Shearer,
8,10,1910,8/10/1910,Angus Campbell," psychologist, sociologist"
8,10,1916,8/10/1916,Noah Beery Jr., Actor (Tugboat Annie)
8,10,1923,8/10/1923,Rhonda Fleming, in Hollywood Calif
8,10,1924,8/10/1924,Martha Hyer,
8,10,1925,8/10/1925,Mike Douglas, TV Host
8,10,1928,8/10/1928,Eddie Fisher, singer
8,10,1933,8/10/1933,Jerry Falwell, Evangelist
8,10,1938,8/10/1938,Diana Muldaur,
8,10,1942,8/10/1942,Betsy Johnson,
8,10,1943,8/10/1943,Ronnie Spector, NYC
8,11,1833,8/11/1833,Robert Green Ingersol," American author, politician, agnostic"
8,11,1837,8/11/1837,Sadi Carnot," engineer, French president (1887-94); assassinated"
8,11,1867,8/11/1867,Joseph Weber, comedian (of Weber & Fields)
8,11,1902,8/11/1902,Lloyd Nolan," Actor (A Tree Grows in Brooklyn, Peyton Place)"
8,11,1921,8/11/1921,Alex Haley, American author (Roots)
8,11,1924,8/11/1924,Arlene Dahl, in Minnesota
8,11,1937,8/11/1937,Anna Massey,
8,11,1941,8/11/1941,Elizabeth Holtzman, Bkln AG (D-Rep-NY)
8,11,1950,8/11/1950,Steve Wozniak, cofounded Apple Computer
8,12,1753,8/12/1753,Thomas Bewick," English artist (British Birds, Aesop's Fables)"
8,12,1762,8/12/1762,George IV, king of England (1820-30)
8,12,1774,8/12/1774,Robert Southey," English poet laureate, biographer of Nelson"
8,12,1862,8/12/1862,Juluis Rosenwald, philanthropist
8,12,1866,8/12/1866,Jacinto Benavente y Mart¡nez, Spanish dramatist (Nobel 1922)
8,12,1876,8/12/1876,Mary Roberts Rinehart, mystery writer
8,12,1880,8/12/1880,Christy Mathewson, HOF baseball pitcher
8,12,1881,8/12/1881,Cecil B deMille, directed God
8,12,1887,8/12/1887,Erwin Schrodinger, Austrian physicist (had a cat)
8,12,1911,8/12/1911,Mario Moreno," alias Cantinflas, Mexican entertainer"
8,12,1912,8/12/1912,Jane Wyatt, Mom knows best - Spock's mother in Campgaw NJ
8,12,1915,8/12/1915,Alex Wojciechowicz," NFL center (Lions, Eagles)"
8,12,1919,8/12/1919,Michael Kidd, Choreographer
8,12,1921,8/12/1921,Majorie Reynolds, in Buhl Idaho
8,12,1925,8/12/1925,Dale Bumpers, (Sen-D-Ark)
8,12,1926,8/12/1926,John Derek, Actor-director
8,12,1929,8/12/1929,Buck Owens, country singer
8,12,1931,8/12/1931,William Goldman, author (Lord of the Flies) (Nobel 1983)
8,12,1939,8/12/1939,George Hamilton, Actor
8,12,1941,8/12/1941,Deborah Walley, in Bridgeport Ct
8,13,1422,8/13/1422,William Caxton, 1st English printer (Histories of Troy)
8,13,1655,8/13/1655,Johann Christoph Denner, clarinet inventor
8,13,1814,8/13/1814,Anders Jonas Angstrom," physicist, founder of spectroscopy"
8,13,1818,8/13/1818,Lucy Stone, pioneer in Woman's Rights
8,13,1819,8/13/1819,Sir George Gabriel Stokes," physicist, mathematician"
8,13,1860,8/13/1860,Annie Oakley, frontier woman
8,13,1899,8/13/1899,Alfred Hitchcock," director (Psycho, The Birds, Rear Window)"
8,13,1902,8/13/1902,Regis Toomey, Actor
8,13,1902,8/13/1902,Felix Wankel, German inventor (Wankel rotary-piston engine)
8,13,1904,8/13/1904,Charles (Buddy) Rodgers, Actor
8,13,1908,8/13/1908,Gene Raymond, Actor
8,13,1909,8/13/1909,John Beal, Actor
8,13,1912,8/13/1912,Ben Hogan, golfer
8,13,1918,8/13/1918,Frederick Sanger," British chemist (Nobel 1958, 1980)"
8,13,1920,8/13/1920,George Shearing, pianist
8,13,1921,8/13/1921,Neville Brand, Actor
8,13,1927,8/13/1927,Fidel Castro Ruz, Cuban political leader
8,13,1927,8/13/1927,Fidel Castro,
8,13,1967,8/13/1967,Quinn Cummings,
8,14,1777,8/14/1777,Hans Christian Oersted," physicist, chemist"
8,14,1867,8/14/1867,John Galsworthy, English author (Forsyte Saga) (Nobel 1932)
8,14,1901,8/14/1901,Sir James Pitman," English educator, publisher, phonetic speller"
8,14,1903,8/14/1903,John Ringling North, circus director
8,14,1920,8/14/1920,Nehemiah Persoff, Actor
8,14,1924,8/14/1924,Maurice Richard, NHL player
8,14,1925,8/14/1925,Russell Baker, columnist
8,14,1926,8/14/1926,Alice Ghostly, in Montana
8,14,1926,8/14/1926,Buddy Greco, Singer
8,14,1941,8/14/1941,David Crosby, rocker
8,14,1941,8/14/1941,Connie Smith," in Elkhart, Indiana, singer"
8,14,1944,8/14/1944,Robyn Smith, jockey
8,14,1945,8/14/1945,Steve Martin,
8,14,1946,8/14/1946,Susan St. James," (MacMillan & Wife, Kate & Allie) LA"
8,14,1950,8/14/1950,Princess Anne, of England
8,14,1950,8/14/1950,Gary Larson,
8,14,1952,8/14/1952,Deborah Meyer, swimmer in Annapolis Maryland
8,14,1958,8/14/1958,Earvin (Magic) Johnson, NBA star (LA Lakers)
8,14,1959,8/14/1959,Magic Johnson,
8,15,1432,8/15/1432,Luigi Pulci, Italian poet (Morgante)
8,15,1688,8/15/1688,Frederick William I, king of Prussia
8,15,1769,8/15/1769,Napoleon Bonaparte," resident of Elba (emperor 1804-13, 1814-15)"
8,15,1771,8/15/1771,Sir Walter Scott," Scottish novelist, poet (Lady of Lake)"
8,15,1803,8/15/1803,Sir James Douglas, father of British Columbia
8,15,1860,8/15/1860,Florence Kling DeWolfe Harding, 1st lady
8,15,1879,8/15/1879,Ethel Barrymore," American stage, screen, TV Actress"
8,15,1888,8/15/1888,TE Lawrence, writer (aka Lawrence of Arabia)
8,15,1904,8/15/1904,Bill Baird, puppeteer
8,15,1912,8/15/1912,Julia Child," in Pasadena Calif, chef"
8,15,1912,8/15/1912,Wendy Hiller, Actress
8,15,1924,8/15/1924,Phyllis Schlafly," right-winger, St. Louis"
8,15,1924,8/15/1924,Robert Bolt, Playwright
8,15,1925,8/15/1925,Rose Marie, Actress
8,15,1925,8/15/1925,Mike Conners, Actor
8,15,1931,8/15/1931,Janice Rule, Actress in Norwood Ohio
8,15,1933,8/15/1933,Lori Nelson,
8,15,1935,8/15/1935,Abby Dalton, in Las Vegas
8,15,1935,8/15/1935,Vernon Jordan, Civil rights activist
8,15,1935,8/15/1935,Jim Dale, musical entertainer
8,15,1943,8/15/1943,Barbara Bouchet,
8,15,1944,8/15/1944,Linda Ellerbee, Broadcast journalist & author
8,16,1868,8/16/1868,Bernard MacFadden," publisher (Physical Culture, True Romances)"
8,16,1884,8/16/1884,Hugo Gernsback, science fiction writer
8,16,1892,8/16/1892,Harold Foster," cartoonist, created ""Prince Valiant"""
8,16,1894,8/16/1894,George Meany," labor leader, NYC"
8,16,1904,8/16/1904,Wendell Stanley," biochemist, 1st to crystallize a virus (Nobel '46)"
8,16,1906,8/16/1906,Franz Josef II," prince of Liechtenstein (1938-, )"
8,16,1913,8/16/1913,Menachem Begin, Israeli PM (1977-83) (Nobel 1978)
